0,0.13427541,0,0.075479791,0,0.035899274,0,0,0.02300073,0,0.11490215,0.061995976,0.16227931,0,0,0.0689077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37942392,0.04512506,0.015128283,0.1087833,0,0,0.22257555,0,0.059866544,0,0.37310317,0,0,0.22342628,0.090905786,0,0.10293005,0.03146651,0,0.23111525,0,0.18715608,0.20431274,0,0,0.073711775,0.068046309,0.065992631,0,0.050795864,0,0.031709753,0.25067344,0,0.17190337,0.035624117,0,0,0,0
0,0.48415375,0.004728502,0.71079779,0.061983321,0.28245738,0.12723561,0.33377904,0.15983059,0.17968221,0.93943572,0.58609152,0.56541938,0.40520328,0.72048503,0.85748506,0.40167895,0.52650487,0,0,0.33244449,0,0.091275766,0,0,0,0.003484359,1.047122,0.43147191,0.19117756,0.019439051,1.1505344,0.59176892,0.62439418,0.61939734,0,0.15788913,1.1669159,0,0.55446929,0.94889045,1.3622258,0.13542861,0.4429563,0.82010669,0.51801968,0.37394437,0.49712458,0.12773876,0.44050604,1.0461191,0.29443914,0.98592895,0.62354684,0.056628246,0.20619994,0.27264541,0.47464377,0.5373854,0.23246378,0.18892881,0.38705611,0.21204919,0.85211211,0.66369522,0.90116674,0.30474973,0.3742044,0.014798706,0.009410017,0
0,0.94759744,0,1.3419586,0.20832354,0.37133688,0.49681821,0.72369212,0.1747615,0.38996419,1.6209921,1.10114,1.1066601,0.79014271,1.4817984,1.5744075,0.83570278,1.0509754,0,0,1.0319513,0.068765312,0.27200264,0,0,0.004243118,0.11289311,2.0850472,1.0092555,0.68637842,0.10573713,1.4380437,1.1139989,1.3927658,0.90226191,0.051412325,0.51671028,2.0021999,0.044336155,1.1416351,1.8392322,2.2376328,0.34234554,0.74316114,1.2169982,0.96660078,0.9785521,1.0043802,0.25023904,1.0010829,2.0766268,0.61566532,1.5963825,0.76726842,0.14664303,0.4205125,0.39480481,0.89584309,1.0111761,0.6338951,0.30843744,0.71287501,0.39503211,1.2946197,1.1594765,1.3749366,0.66907525,0.82564759,0.14681719,0.08066576,0.027308105
0,1.1702315,0.00821261,1.7892841,0.39522836,0.69471306,0.65753096,0.97710758,0.13276029,0.52439487,2.2379549,1.7741077,1.3941116,1.1650194,2.1635559,1.9514029,1.0393714,1.6487149,0,0,1.591742,0.40446734,0.27639416,0,0,0.25958297,0.44300336,3.0693367,1.5977181,1.401745,0.16542752,1.9544308,1.5998452,2.3082559,1.0866551,0.15265708,0.78152281,2.6862755,0.10546437,1.6397882,2.8271906,2.7354164,0.59598142,1.3290843,1.5061085,1.5211623,1.7421472,1.3205544,0.41354778,1.3610133,2.834753,0.76421958,2.3963809,0.97136027,0.29387918,0.54490674,0.58949584,1.2414501,1.5308368,0.96758485,0.5001142,1.0509292,0.52118874,1.3672453,1.6356817,1.634348,1.007647,1.2546036,0.27575004,0.12745327,0.13984419
0.14351359,1.647843,0.029126722,2.0416274,0.33308047,0.69012463,0.6745438,1.2989628,0.078932181,0.70222849,2.4174204,2.078263,1.6699744,1.2743579,2.2191982,2.0647042,1.2540637,2.2339988,0,0,1.7788197,0.35368577,0.09285523,0,0,0.55174249,0.6399675,3.6612008,2.1843197,2.0578723,0.27216834,1.8211502,1.7776188,2.890013,1.2140787,0.26825207,1.1348268,2.9504704,0.15761265,2.2013936,3.2520645,3.052146,0.89973456,1.7167352,1.1266309,1.7468153,2.4584346,1.4948879,0.48637658,1.610225,3.570523,0.78316063,2.6490395,0.98322284,0.42491513,0.65312523,0.65517002,1.4853429,1.9927303,1.1965195,0.78948754,1.2898489,0.50159115,1.2958413,1.6776245,1.6257973,1.3307128,1.5913945,0.19275847,0.19819534,0.1598735
0.36213395,1.7520293,0.083559252,1.8519442,0.36701739,0.63687724,0.42182618,1.277099,0.021448255,0.60104573,2.3840928,2.5595479,1.7299314,1.0438119,2.9684389,2.0026665,1.36721,2.5025997,0,0,1.5081136,0.1506575,0.008331586,0,0.004069248,0.52034688,0.48103255,4.0793462,2.2716401,2.3803391,0.30346772,1.7343402,1.8765185,2.9948483,1.1956104,0.29483801,1.3368374,3.1788216,0.2231248,2.2615511,3.5882144,2.7011268,0.86361068,1.7693129,1.043385,1.769501,2.8363771,1.3419906,0.4073208,1.8293971,2.9266698,0.66431504,3.2035127,1.0100642,0.55429435,0.56867611,0.71677989,1.4926779,2.0422018,1.3279245,0.79743534,1.3789778,0.46243751,1.0519501,1.7529294,1.3561318,1.418363,1.8207872,0.21476655,0.22387834,0.17105213
0.51451367,1.5271279,0.20927157,1.5543374,0.21877572,0.86688298,0.3559719,1.1137179,0.004172609,0.53273916,2.2395222,2.8371475,1.6964493,0.81970513,2.6716046,1.8539526,1.4912106,2.3438072,0,0,1.3311933,0.097978249,0,0,0,0.31502718,0.15090585,4.0748367,1.9831413,2.6212478,0.27864611,1.616039,1.8647438,2.5433149,1.2887952,0.28034005,1.4575626,2.8782077,0.210389,2.2159843,3.6455176,2.3698485,0.99356931,2.0415449,0.84173518,1.5863233,2.6479895,1.1840984,0.32701236,1.9448625,2.4237251,0.50655884,3.214026,0.95752507,0.55958539,0.49214384,0.92719591,1.481962,2.2249815,1.1486101,0.7821244,1.3287926,0.40197194,0.84623241,1.6274765,0.97268999,1.4266523,1.8168445,0.059089415,0.16423371,0.1040048
0.67114127,1.5405515,0.21512969,1.4794958,0.17301957,0.69791692,0.23238142,0.85015553,0,0.42627624,2.1163952,3.1302922,1.5731493,0.68923444,2.4563885,1.713877,1.6005943,1.9728055,0,0,0.58506572,0,0,0,0.005151736,0.033939622,0,4.1885557,1.956074,2.6385813,0.24315032,1.2630168,1.8512385,2.1736486,1.353081,0.23645559,1.1869899,2.3717711,0.1966082,1.8257669,3.1714096,1.9252195,0.87729424,2.0890255,0.64147383,1.1787751,2.3655214,0.9561041,0.21163049,1.851199,1.8495852,0.48797178,3.5524464,0.89713359,0.56749952,0.30783215,0.69908398,1.4017849,1.9506811,0.95204359,0.82540756,1.2137153,0.28055286,0.7813971,1.6245116,0.72577941,1.438869,1.8578758,0.008261299,0.11203338,0.038991258
0.51381028,1.3561437,0.33376244,0.97741634,0.040054604,0.88023186,0.17247598,0.67940444,0,0.33857054,1.8131146,3.3956983,1.5457948,0.68155682,2.0430882,1.6246271,1.6445415,1.7666067,0,0,0.17774181,0,0,0,0,0,0,3.6916344,2.0855188,2.3775868,0.15987727,1.1430285,1.6850724,1.8698515,1.3611633,0.17994452,0.97974741,1.8863919,0.2174181,1.4240192,3.0593281,1.5690664,0.75394469,2.0642719,0.60551202,0.90983564,1.8623507,0.95181882,0.099622019,1.6489179,1.5144998,0.3869333,3.2218115,0.8841657,0.46582478,0.15207042,0.58225495,1.21929,1.6456455,0.72506618,0.76721513,1.0479122,0.15592667,0.65447319,1.4494817,0.65671581,1.1761997,1.767596,0,0.040840924,0.004300138
0.40540993,1.0214046,0.3214165,0.60732657,0.007915936,0.60237634,0.092984527,0.45746386,0,0.23337962,1.6255679,3.8146167,1.4562423,0.60102922,1.7403475,1.5287954,1.7841465,1.4704787,0,0,0.050802026,0,0,0,0,0,0,2.9570625,2.3717592,2.0124302,0.15848337,1.0661508,1.509703,1.6362972,1.4360863,0.14706312,0.85427773,1.5190172,0.18098582,1.1422739,2.4515326,1.3888799,0.71493447,2.0160956,0.5630722,0.7157023,1.5297136,0.85350162,0.081696302,1.4477489,1.3630259,0.43376428,3.1008594,0.84263527,0.37438479,0.008111291,0.41913152,0.99416631,1.4057825,0.50567347,0.75792795,0.83850986,0.09033303,0.67222422,1.3863903,0.5959115,0.91920656,1.6473403,0,0.007077965,0.003833997
0.26624322,0.68382221,0.46768373,0.40123975,0,0.61300373,0.036012091,0.32282266,0,0.13544933,1.4890742,4.22047,1.4271227,0.51582712,1.5798963,1.3571913,1.8675548,1.3259977,0,0,0.014630174,0,0,0,0,0,0,2.3662298,2.6412253,1.5809436,0.10647606,0.9778083,1.2633355,1.6288407,1.3875674,0.12906013,0.87382323,1.1904956,0.21743707,1.0502596,2.0048823,1.2497914,0.62665689,1.7061795,0.49793231,0.54844254,1.4499332,0.82881367,0.077682868,1.2002592,1.3046699,0.36047369,2.6710343,0.83158326,0.29579601,0.003674127,0.20704432,0.90605623,1.2723932,0.44233763,0.77416629,0.71125847,0.039128579,0.68596172,1.160478,0.59196812,0.61875141,1.4489996,0,0,0
0.20723842,0.56618994,0.53989214,0.24866524,0,0.57745212,0.016737651,0.24266361,0,0.14467198,1.1259624,4.442874,1.3955235,0.48907638,1.468671,1.3010477,1.8751615,1.1909925,0,0,0.0535274,0,0,0,0,0,0,1.9221448,2.8150244,1.2572858,0.10586087,0.95107204,1.1442969,1.6636101,1.4251649,0.16285744,0.87948364,1.1087972,0.2005876,0.97061247,1.688476,1.2654774,0.57755703,1.4180996,0.47769263,0.538589,1.4261904,0.79794502,0.06398949,0.99174488,1.2181727,0.33611003,2.3727338,0.84267581,0.21714078,0,0.070944272,0.84844953,1.1686269,0.35573822,0.76015437,0.57707882,0.020811455,0.63623029,0.9113819,0.53668594,0.43038467,1.283214,0,0,0
0.21907267,0.39240897,0.73009187,0.069928944,0,0.49663052,0.007470245,0.26678452,0,0.057532039,1.0081033,4.7827344,1.2970092,0.4503648,1.3671945,1.2423204,1.8627139,1.1586257,0,0,0.0396774,0,0,0,0,0,0,1.6786296,3.0171158,1.083322,0.028457643,0.94365656,0.99996752,1.6038839,1.6282259,0.13599049,0.91980863,0.96406275,0.19449396,0.92185438,1.586368,1.2152085,0.59388316,1.1785049,0.49216455,0.52640218,1.3314736,0.87571514,0.085366011,0.83567095,1.1682798,0.30986029,1.9606978,0.82591182,0.2107864,0,0.021861644,0.81712955,1.1432065,0.30575472,0.7178607,0.56626379,0.029404385,0.69051623,0.77731299,0.54441065,0.33903769,1.1587697,0,0,0
0.18203302,0.39035213,0.86078072,0.008373315,0,0.4605923,0,0.21042617,0,0.055582948,0.88397932,4.8064089,1.2910655,0.42035007,1.2575306,1.1681659,1.9116879,1.100149,0,0,0.043858435,0,0,0,0,0,0,1.554997,3.1440639,0.89872402,0.031883363,0.86243337,0.91472262,1.6635952,1.836092,0.13635281,0.96223998,0.94673997,0.19732098,0.92210907,1.5102168,1.1846215,0.62536538,0.97667372,0.51057279,0.48385119,1.310241,0.87009078,0.072701566,0.72366828,1.1849579,0.29870665,1.6646465,0.84037209,0.18306656,0,0,0.8581298,1.103135,0.28902727,0.75346911,0.5383541,0.033460315,0.69189709,0.62902033,0.51849306,0.27112892,1.1749488,0,0,0
0.20204215,0.3867943,1.1050996,0,0,0.44671494,0,0.23443441,0,0.044395212,0.87222964,4.9923673,1.3253877,0.3850362,1.2038984,1.1071959,1.8406055,1.0746869,0,0,0.073166631,0,0,0,0,0,0,1.3512243,3.3155451,0.89645356,0.026870014,0.8327688,0.85737962,1.70672,2.2313321,0.11053361,0.96808523,0.97665083,0.22493407,0.9229452,1.4355575,1.0955055,0.6640023,0.85738629,0.53786296,0.50013697,1.330807,0.90281701,0.12462953,0.65350771,1.1967781,0.30252856,1.503322,0.89094186,0.17206639,0,0.003390836,0.82016116,1.0539818,0.26234171,0.74938291,0.52334666,0.035014711,0.69404107,0.52547836,0.48931497,0.21493462,1.1868875,0,0,0
0.19118461,0.49307859,1.1791208,0,0,0.3938022,0,0.22764225,0,0.054123651,0.76857561,5.1559348,1.3323992,0.40497741,1.1231748,1.1219977,1.8771828,1.0668652,0,0,0.05087458,0,0,0,0,0,0,1.2213737,3.3110976,0.82395095,0.036094129,0.82806861,0.75337601,1.7047498,2.4704347,0.11295147,0.94801849,0.93235946,0.25136331,0.90219569,1.3149312,1.1161056,0.70220298,0.81531179,0.5127663,0.46119216,1.2532572,0.82289988,0.11032711,0.52979159,1.1855105,0.32297859,1.3523574,0.87870735,0.16719985,0,0,0.79273164,1.0350412,0.24069791,0.74708593,0.51719731,0.042890169,0.66213673,0.46602011,0.50613272,0.18539739,1.2110374,0,0,0
0.14764024,0.60893649,1.3506384,0,0,0.38281667,0,0.20220034,0,0.069935471,0.69702256,5.3247113,1.3279357,0.37658435,1.1105859,1.1068052,1.9811974,1.0675825,0,0,0.061022032,0,0,0,0,0,0,1.1266851,3.3077271,0.81160063,0.029428264,0.75177294,0.74590003,1.7920932,3.0279114,0.10688546,0.97054589,0.95317644,0.26446629,0.88200498,1.3117323,1.0451454,0.80121714,0.7362836,0.56725842,0.48491487,1.2906094,0.88282681,0.13375746,0.58804846,1.1351727,0.31873891,1.1941082,0.92346954,0.15452582,0,0,0.7706002,0.96395779,0.18176335,0.75159174,0.54510623,0.05134676,0.68056637,0.41859293,0.51751298,0.16409503,1.3054804,0,0,0
0.17739339,0.66228205,1.4652553,0,0,0.28860763,0,0.23907694,0,0.070925452,0.70223099,5.393292,1.2711853,0.41756207,1.0609288,1.1273699,1.8943852,1.0004629,0,0,0.092938744,0,0,0,0,0,0,1.0493982,3.3193378,0.71666402,0.044047188,0.76987046,0.70845586,1.8409746,3.3366933,0.093394645,0.95291281,0.92102766,0.25760913,0.89944375,1.4791833,1.016794,0.91397566,0.64901549,0.53647453,0.48116034,1.2900956,0.85318458,0.13992131,0.54909587,1.0925343,0.3290745,1.1258919,0.93067676,0.15598004,0,0,0.74986786,0.93346506,0.18770963,0.78570122,0.53862715,0.03853108,0.58614713,0.36597243,0.48645782,0.11660393,1.3063198,0,0,0.003829229
0.23843226,0.9775846,1.5604684,0,0,0.24340388,0,0.24912348,0,0.034795221,0.67301953,5.5445237,1.2168214,0.37523803,1.0257688,1.1471095,1.9095083,1.1378529,0,0,0.10285696,0,0,0,0,0,0,0.91124326,3.4094861,0.66890216,0.043453984,0.72008115,0.76210403,1.8633753,3.523108,0.098135427,1.0161177,0.89373344,0.22617076,0.88909191,1.3922446,1.0326508,1.0344311,0.5751406,0.54370159,0.51231658,1.2543859,0.82855546,0.1716225,0.57416904,1.0721511,0.36586288,1.0503726,0.94006383,0.16135913,0,0,0.77661324,0.86994857,0.18321711,0.7461201,0.48316619,0.046321526,0.66476154,0.3589583,0.47673032,0.096813723,1.4088241,0,0,0
0.28751355,0.94515383,1.765542,0,0,0.18871127,0,0.24848443,0,0.026486315,0.65481842,5.3483753,1.1780813,0.35691831,1.0698464,1.1511054,1.8595656,1.1662794,0,0,0.15907624,0,0,0,0,0,0,0.89643687,3.1935532,0.66596544,0.052037071,0.7118243,0.73016769,1.8772267,3.8856993,0.1249394,0.93669784,0.86634696,0.2195098,0.88083923,1.4106586,1.0511607,1.2302029,0.61583418,0.53023362,0.49071503,1.29431,0.86401713,0.18306296,0.54532045,1.1077884,0.39988822,1.0049222,0.97963721,0.19360596,0,0,0.78632772,0.82322735,0.20261763,0.79341334,0.47903058,0.049321678,0.68220681,0.39119133,0.49700654,0.10768389,1.4555578,0,0,0
0.22891212,1.100939,1.841707,0,0,0.16333333,0,0.31587383,0,0.02729249,0.61888319,5.4729204,1.1865274,0.36719877,1.0216959,1.1211922,1.9056702,1.1151543,0,0,0.087922938,0,0,0,0,0,0,0.84847575,3.41939,0.66471058,0.085896671,0.73028105,0.75156844,1.865564,3.961642,0.11622679,0.99506724,0.81720608,0.19678599,0.87981296,1.3526145,1.0740581,1.4083642,0.60005593,0.56426853,0.50110459,1.1895781,0.82378119,0.2287209,0.59027052,0.9527387,0.4014954,0.93146652,1.0449941,0.19244096,0,0,0.78167474,0.75900978,0.19390878,0.75423509,0.41363966,0.045987483,0.60813612,0.42481825,0.49184984,0.09949892,1.5106179,0,0,0
0.28622881,1.2643981,1.9560589,0,0,0.12836984,0,0.24470355,0,0.019607982,0.70353568,5.5433097,1.132006,0.3429473,0.94867277,1.1311281,1.9082941,1.1331396,0,0,0.11848639,0,0,0,0,0,0,0.84441549,3.270412,0.74349457,0.062241603,0.69418395,0.71855515,1.7887259,4.0891519,0.092625543,0.9660688,0.7092244,0.23396319,0.89774936,1.3967733,1.1901048,1.6127653,0.63376647,0.54242969,0.58942193,1.2085876,0.75943476,0.2249696,0.54416037,0.98134798,0.43595588,0.94526178,1.0658877,0.16858606,0,0,0.76113701,0.7496984,0.16797383,0.74028784,0.40822759,0.00991547,0.64230245,0.49793395,0.46016365,0.11147679,1.6143951,0,0,0.004003306
0.2833136,1.2647054,2.0969999,0,0,0.14923704,0,0.27759102,0,0.027420197,0.69419503,5.4584212,1.1493778,0.37856057,0.90449113,1.1333642,1.8864473,1.1362642,0,0,0.078029409,0,0,0,0,0,0,0.79983568,3.0247948,0.7121132,0.083498254,0.73285353,0.73460132,1.8532014,4.0398002,0.10502891,1.055913,0.78365552,0.19460455,0.96054691,1.4466202,1.1714625,1.7517784,0.65916634,0.54695636,0.51896548,1.2235953,0.7606982,0.27137432,0.53144872,0.89198905,0.49289283,0.87183791,1.1480043,0.15600243,0,0,0.76621521,0.72440344,0.14762726,0.75913996,0.40997076,0.017265322,0.61614376,0.55917293,0.48564562,0.14617981,1.5855066,0,0,0
0.36225033,1.4548951,2.1054993,0,0,0.13642077,0,0.30437672,0,0.003469411,0.68160409,5.2930288,1.1286563,0.3510235,0.87747753,1.0820727,1.8285481,1.2883013,0,0,0.088406302,0,0,0,0,0,0,0.74209261,2.9717648,0.68987828,0.068037175,0.70193255,0.77635902,1.7474277,4.0949297,0.0977102,0.98361742,0.76308012,0.18674982,0.92160249,1.4884565,1.3262686,2.0557692,0.70275486,0.51111579,0.49808484,1.1881981,0.81042117,0.27937648,0.55504,0.86572945,0.50980127,0.87409353,1.208456,0.19873692,0,0,0.7514115,0.7064833,0.18076955,0.80108041,0.41866595,0.004268084,0.57543486,0.54985231,0.47464827,0.13917246,1.6178,0,0,0
0.26882941,1.5451343,2.2671244,0,0,0.11608557,0,0.2892715,0,0.007789588,0.6750567,5.1312237,1.115169,0.3734383,0.84330451,1.1174815,1.793185,1.3863169,0,0,0.015652021,0,0,0,0,0,0,0.68975848,2.7259638,0.69079018,0.10381129,0.74101931,0.80209923,1.7518111,3.9073558,0.11917756,1.0302835,0.75512183,0.21396248,0.97137421,1.4248137,1.4317368,2.232568,0.65769553,0.49001104,0.52476853,1.1973853,0.82936949,0.33321121,0.49366048,0.86790413,0.58347535,0.84482968,1.2477628,0.20249112,0,0,0.71690518,0.66017646,0.2274211,0.81799012,0.42465401,0,0.59951645,0.6104691,0.48589024,0.10121551,1.5832402,0,0,0
0.3446756,1.5361282,2.2323434,0,0,0.065630265,0,0.30521709,0,0.027712611,0.70424241,5.0228014,1.0880653,0.36223555,0.92065477,1.1688135,1.9391657,1.5570481,0,0,0.067767143,0,0,0,0,0,0,0.68265986,2.6389823,0.7185657,0.15710238,0.71252537,0.86663359,1.7498726,3.8197377,0.15223221,1.0461068,0.79276508,0.20264828,0.97884274,1.4217958,1.46963,2.3628058,0.6827839,0.53900236,0.54371101,1.1382827,0.8574807,0.34935978,0.52220082,0.91360408,0.66748029,0.86991626,1.3206863,0.23073481,0,0,0.72034192,0.61093742,0.20949082,0.79345536,0.37273827,0.007248071,0.57456219,0.63222843,0.44556195,0.11830535,1.5714074,0,0,0
0.25268584,1.5972965,2.2752862,0,0,0.069341801,0,0.31675446,0,0.035037335,0.64833975,4.7575192,1.0610433,0.34957939,0.85085315,1.2032012,1.8150728,1.4981009,0,0,0.065028876,0,0,0,0,0,0,0.71055067,2.2968798,0.75546396,0.12005694,0.74772882,0.90915108,1.7194321,3.7323427,0.13090391,1.1436392,0.73732978,0.20585655,1.0501356,1.3740561,1.4818383,2.5336876,0.68544793,0.49784699,0.55091661,1.1665232,0.87041622,0.34441805,0.50388658,0.84475666,0.80317074,0.84263062,1.35263,0.21175453,0,0,0.76879662,0.68520254,0.21745791,0.80267525,0.40271425,0.007889807,0.5910331,0.66048044,0.45746011,0.10230788,1.5176353,0,0,0
